,cui,semtyp,Name
634,C0019664,Occupation or Discipline,History
635,C1706601,Research Activity,Adverse Effect Mitigation Study
636,C0022410,Finding,Joint Instability
637,C3827992,Finding,Some of the time
638,C0879537,Injury or Poisoning,Irreversible Toxicity
639,C0439655,Qualitative Concept,Subjective observation (qualifier value)
640,C0080078,Clinical Attribute,"Range of Motion, Articular"
641,C0441712,Functional Concept,Mechanism (attribute)
642,C4302768,Finding,Under immunized
643,C2247677,Cell Function,response to cytokine
644,C0023810,Organic Chemical,Lipopolysaccharides
645,C0021201,Geographic Area,India
646,C0038495,Professional or Occupational Group,"Students, Medical"
647,C0815239,Group,religious congregation
648,C0599437,Social Behavior,Authority
649,C0441471,Event,Event
650,C0035172,Organization,Research Institutes
651,C0029246,Organization,Organization administrative structures
652,C1550489,Professional or Occupational Group,tracker
653,C0280138,Therapeutic or Preventive Procedure,cytarabine/hydrocortisone/methotrexate protocol
654,C0086582,Organism Attribute,Males
655,C0439234,Temporal Concept,year
656,C0599987,Professional or Occupational Group,Employee
657,C1883173,Intellectual Product,Streaming SIMD Extensions
658,C3494324,Health Care Activity,Meaningful Use
659,C0019993,Health Care Activity,Hospitalization
660,C1705273,Intellectual Product,Mathematical Operator
661,C3258257,Quantitative Concept,Total population
662,C0079170,Geographic Area,County
663,C0041618,Diagnostic Procedure,Ultrasonography
664,C1512888,Idea or Concept,International
665,C0040452,"Body Part, Organ, or Organ Component",Tooth root structure
666,C0376284,Machine Activity,Machine Learning
667,C1421267,Gene or Genome,UBC gene
668,C4054353,Intellectual Product,No Extremity Functional Restrictions
669,C0022275,Language,Italian language
670,C0439851,Qualitative Concept,Direct type of relationship
671,C1707959,Conceptual Entity,Example
672,C0237876,Social Behavior,Sharing (Social Behavior)
673,C4724080,Gene or Genome,SERPINB3 wt Allele
674,C0205263,Functional Concept,Induce (action)
675,C2697572,Manufactured Object,Heatmap
676,C0683805,Educational Activity,Outreach
677,C1515926,Idea or Concept,Alteration
678,C0750573,Idea or Concept,emergent
679,C1292732,Functional Concept,Investigates
680,C0700383,Geographic Area,Shop (environment)
681,C0010325,Human-caused Phenomenon or Process,Crime Act
682,C0282440,Intellectual Product,Randomized Controlled Trials as Topic
683,C0252873,Organic Chemical,Fuchsin acid stain
684,C0004063,Injury or Poisoning,Assault
685,C0039751,Individual Behavior,Theft
686,C0680502,Social Behavior,robbery
687,C3899354,Intellectual Product,Disease Response Vendor Name
688,C0024861,Medical Device,Masks
689,C0036576,Genetic Function,Genetic Selection
690,C0453309,Food,Prunes
691,C1879629,Spatial Concept,Adjacency Matrix
692,C0199168,Health Care Activity,Medical service
693,C0016820,Quantitative Concept,Funds
694,C0016452,Food,Food
695,C0564470,Finding,Optimistic
696,C0683579,Functional Concept,scenario
697,C0205257,Qualitative Concept,Incomplete
698,C0030685,Health Care Activity,Patient Discharge
699,C0678257,Intellectual Product,Description
700,C0001881,Manufactured Object,Aircraft
701,C0470689,Professional or Occupational Group,Suppliers
702,C0004430,Occupation or Discipline,Aviation
703,C0001737,Geographic Area,Africa
704,C0003980,Geographic Area,Asia
705,C0015176,Geographic Area,Europe
706,C0023122,Geographic Area,Latin America
707,C0043122,Geographic Area,Caribbean Islands
708,C0026068,Geographic Area,Middle East
709,C0028405,Geographic Area,North America
710,C0180153,Manufactured Object,Covers (device)
711,C0007876,Therapeutic or Preventive Procedure,Cesarean section
712,C0726639,Food,Impact food supplement
713,C0184511,Finding,Improved
714,C0237944,Research Activity,Verification of Theories
715,C0449411,Finding,Causative_agents
716,C0042769,Disease or Syndrome,Virus Diseases
717,C0206750,Disease or Syndrome,Coronavirus Infections
718,C0013682,Quantitative Concept,Efficiency
719,C2003903,Functional Concept,Profiling (action)
720,C0003232,Antibiotic,Antibiotics
721,C0752135,Pathologic Function,"Pathological Conditions, Anatomical"
722,C0596958,Quantitative Concept,molecular energy level
723,C0002641,Organic Chemical,amodiaquine
724,C0042542,Cell,Vero Cells
725,C0013227,Pharmacologic Substance,Pharmaceutical Preparations
726,C0015450,Body Location or Region,Face
727,C0028811,Occupation or Discipline,Occupations
728,C0205091,Spatial Concept,Left
729,C0812375,Gene or Genome,ELK3 gene
730,C1306056,Occupation or Discipline,Worker
731,C0021162,Quantitative Concept,Income
732,C0335350,Professional or Occupational Group,Building caretaker
733,C0179958,Medical Device,Cleaning Device
734,C0079864,Experimental Model of Disease,Murine Acquired Immunodeficiency Syndrome
735,C0683807,Occupational Activity,childcare
736,C1709366,Conceptual Entity,system output
737,C0013879,"Element, Ion, or Isotope",Elements
738,C0036974,Pathologic Function,Shock
739,C0525053,Idea or Concept,Health Care Sector
740,C0205160,Finding,Negative
741,C0033213,Finding,Problem
742,C0031831,Professional or Occupational Group,Physicians
743,C0042939,Organism Function,Voice
744,C0035647,Idea or Concept,Risk
745,C0920467,Therapeutic or Preventive Procedure,disorder control (procedure)
746,C0243107,Functional Concept,development aspects
747,C0242170,Professional or Occupational Group,Policy Makers
748,C0486588,Qualitative Concept,Clarity
749,C0181758,Medical Device,Surgical face mask
750,C0030351,Manufactured Object,Paper
751,C0260010,Professional or Occupational Group,Microbiologist
752,C0183964,Medical Device,Tong
753,C0032665,Quantitative Concept,Population Density
754,C0560560,Organism Function,Moving
755,C0085936,Occupational Activity,business career
756,C0020971,Therapeutic or Preventive Procedure,Immunization
757,C0449379,Spatial Concept,Connection
758,C0332463,Spatial Concept,Narrowed structure
759,C1148713,Genetic Function,restriction endodeoxyribonuclease activity
760,C1514578,Geographic Area,Province
761,C0027497,Sign or Symptom,Nausea
762,C0042963,Sign or Symptom,Vomiting
763,C0011991,Sign or Symptom,Diarrhea
764,C0073372,Organic Chemical,rifapentine
765,C0065023,Organic Chemical,fidaxomicin
766,C1152412,Genetic Function,RNA-directed RNA polymerase activity
767,C0237463,Organization,Agencies
768,C0018757,Research Activity,Health Services Research
769,C0080268,Health Care Related Organization,United States Agency for Healthcare Research and Quality
770,C0257343,Organic Chemical,tamsulosin
771,C0004951,Idea or Concept,Beliefs
772,C0017319,Professional or Occupational Group,General Practitioners
773,C0871685,Professional or Occupational Group,Clinician
774,C2363670,Medical Device,developers
775,C0028661,Professional or Occupational Group,Nurses
776,C1546466,Idea or Concept,Problems - What subject filter
777,C1708059,Activity,Fill
778,C0034907,Self-help or Relief Organization,Red Cross
779,C0008903,Functional Concept,Taxonomic
780,C0454198,Quantitative Concept,Clinical target volume
781,C0242415,Occupational Activity,Logistics
782,C0598934,Neoplastic Process,tumor growth
783,C0023746,Quantitative Concept,Linkage Disequilibrium
784,C0521093,Qualitative Concept,Confirmed by
785,C0007404,Organic Chemical,catechin
786,C1517480,Molecular Biology Research Technique,Gene Amplification Technique
787,C1179706,Body Location or Region,S3 (sacral segmental innervation)
788,C0004374,Machine Activity,Automatic Data Processing
789,C0080171,Diagnostic Procedure,"Spectrometry, Mass, Fast Atom Bombardment"
790,C1880165,Biomedical or Dental Material,Concentrate Dosage Form
791,C0183309,Medical Device,Simulators
792,C1517586,Qualitative Concept,Investigational
793,C0449864,Qualitative Concept,Threshold
794,C0003320,Immunologic Factor,Antigens
795,C0086045,Mental Process,Mental concentration
796,C0232902,Functional Concept,migrated
797,C0554249,Professional or Occupational Group,Smith (occupation)
798,C0043227,Occupational Activity,Work
799,C1171362,Genetic Function,protein expression
800,C0728938,Quantitative Concept,Partial
801,C0039194,Cell,T-Lymphocyte
802,C0035222,Disease or Syndrome,"Respiratory Distress Syndrome, Adult"
803,C0243077,Chemical Viewed Functionally,inhibitors
804,C0014442,"Amino Acid, Peptide, or Protein",Enzymes
805,C0449829,Occupation or Discipline,Geometry
806,C0034866,Idea or Concept,Recommendation
807,C0022877,Health Care Related Organization,Laboratory
808,C0035787,Quantitative Concept,ROC Curve
809,C0699788,Occupational Activity,Import
810,C0024497,Geographic Area,Maine (geographic location)
811,C0678723,Organism Function,Biologic Development
812,C1167267,Cell Component,subrhabdomeral cisterna
813,C1707689,Activity,Design
814,C1514861,Conceptual Entity,Representation Component
815,C1704640,Spatial Concept,Matrix Array
816,C1546922,Temporal Concept,Additional information
817,C0028259,Acquired Abnormality,Nodule
818,C0010995,Research Activity,Data Collection
819,C0018173,Quantitative Concept,funding grant
820,C0238711,Population Group,Australian
821,C0018704,Health Care Related Organization,Health care facility
822,C0021229,Mental Process,Individuation
823,C1550452,Idea or Concept,definition - ActMoodCompletionTrack
824,C0376327,Idea or Concept,International Aspects
825,C0749385,Idea or Concept,threat
826,C0449468,Quantitative Concept,Volume
827,C0332177,Temporal Concept,Monthly (qualifier value)
828,C5206220,Therapeutic or Preventive Procedure,Fluorouracil/Ifosfamide/Mesna/Methotrexate Regimen
829,C0015179,Organization,European Union
830,C0175631,Mental Process,Imagery
831,C4528487,Functional Concept,Historical Data Analysis
832,C0686907,Functional Concept,Consequence of
833,C0600269,Mental Process,Familiarity
834,C0037421,Social Behavior,Social isolation
835,C0005526,Occupation or Discipline,Biological Science Disciplines
836,C0205296,Functional Concept,Natural
837,C0023008,Language,Languages
838,C0034036,Intellectual Product,Publications
839,C1514918,Health Care Activity,Retrieval - action
840,C0441800,Classification,Grade
841,C0309872,Pharmacologic Substance,PREVENT (product)
842,C0004611,Bacterium,Bacteria
843,C0039985,Diagnostic Procedure,Plain chest X-ray
844,C1293122,Therapeutic or Preventive Procedure,Augmentation procedure
845,C0028959,Organic Chemical,Oligosaccharides
846,C1521761,Functional Concept,Factor
847,C0279023,Molecular Function,Chemosensitization
848,C0268281,Disease or Syndrome,Infantile neuronal ceroid lipofuscinosis
849,C0036581,Biologically Active Substance,selenium
850,C0023595,Classification,Lewis Blood-Group System
851,C0600608,Body Substance,Cyst Fluid
852,C0919267,Neoplastic Process,ovarian neoplasm
853,C0013081,Molecular Function,Down-Regulation
854,C1428349,Gene or Genome,B4GALNT2 gene
855,C0037717,Geographic Area,South Dakota
856,C0009368,"Body Part, Organ, or Organ Component",Colon structure (body structure)
857,C2352839,Organic Chemical,sialyl Lewis X antigen
858,C2346714,Qualitative Concept,Abundance
859,C0205363,Qualitative Concept,Stratified
860,C0220901,Intellectual Product,prognostic
861,C0005516,Clinical Attribute,Biological Markers
862,C1564867,Quantitative Concept,Basic Reproduction Number
863,C0439124,Intellectual Product,Upper case Roman letter Z
864,C0028432,Disease or Syndrome,Nose Diseases
865,C0522486,Temporal Concept,Delay time
866,C2348484,Population Group,Exposed Population
867,C0557351,Finding,Employed
868,C0453863,Food,Snacks
869,C0042960,Professional or Occupational Group,Voluntary Workers
870,C0018017,Intellectual Product,objective (goal)
871,C0600653,Intellectual Product,Indexes
872,C0039005,Mammal,Family suidae
873,C0150108,Research Activity,Blinded
874,C0205369,Qualitative Concept,Specific qualifier value
875,C0442632,Manufactured Object,Boat dock
876,C0017428,Gene or Genome,Genome
877,C0027969,Geographic Area,New Hampshire
878,C0596260,Organic Chemical,Carboxyl Group
879,C0567416,Substance,Molecule
880,C0010467,Organic Chemical,curcumin
881,C0035243,Disease or Syndrome,Respiratory Tract Infections
882,C0034510,Population Group,Racial group
883,C3266812,Idea or Concept,Methodology
884,C0796070,Disease or Syndrome,"MICROPHTHALMIA, SYNDROMIC 7"
885,C0681477,Intellectual Product,NIH Program Announcements
886,C0205101,Spatial Concept,Extrinsic
887,C1551358,Phenomenon or Process,incident
888,C0011318,Geographic Area,Denmark
889,C1314677,Functional Concept,Maintaining (action)
890,C0027778,Geographic Area,Netherlands
891,C0031322,Health Care Related Organization,Pharmacy facility
892,C1948027,Functional Concept,Couple (action)
893,C0449238,Temporal Concept,Duration (temporal concept)
894,C1880251,Finding,Loss of Data
895,C0729333,Functional Concept,Dynamic
896,C0227085,"Body Part, Organ, or Organ Component",Deciduous maxillary right central incisor tooth
897,C0017797,"Amino Acid, Peptide, or Protein",glutamine
898,C0231220,Functional Concept,Symptomatic
899,C0012751,Quantitative Concept,Distance
900,C0441074,Medical Device,Meters (physical object)
901,C2371613,Social Behavior,Socializing
902,C0007018,Hazardous or Poisonous Substance,carbon monoxide
903,C0221457,Professional or Occupational Group,Teacher
904,C0205142,Spatial Concept,Rectangular
905,C0199230,Diagnostic Procedure,Screening for cancer
906,C0015576,Family Group,Family
907,C0085862,Idea or Concept,Independence
908,C0007465,Finding,Cause of Death
909,C0262201,"Body Part, Organ, or Organ Component",Area X
910,C0016832,Fungus,Fungi
911,C0087009,Professional or Occupational Group,Hospital specialist
912,C1707429,Quantitative Concept,Coefficient
913,C4291659,Functional Concept,classifier
914,C0181496,Manufactured Object,Labels (device)
915,C0336779,Manufactured Object,Machine
916,C0006888,Geographic Area,Christmas Island
917,C3694279,Disease or Syndrome,Middle East Respiratory Syndrome
918,C0008049,Disease or Syndrome,Chickenpox
919,C0038402,Bacterium,Streptococcus
920,C0597258,Fungus,Genus Pneumocystis
921,C0205250,Qualitative Concept,High
922,C0449820,Quantitative Concept,Score
923,C0080194,Injury or Poisoning,Muscle strain
924,C1278561,Governmental or Regulatory Activity,Judicial execution (event)
925,C0870134,Family Group,Ancestor
926,C0150103,Research Activity,MATCHING
927,C0242503,Qualitative Concept,Inequalities
928,C0009667,Quantitative Concept,Confidence Intervals
929,C0242398,Geographic Area,arab countries
930,C0011065,Organism Function,Cessation of life
931,C0004910,Therapeutic or Preventive Procedure,Bed rest
932,C4282183,Intellectual Product,[AA000] INTRODUCTION
933,C0032076,Intellectual Product,Planning Techniques
934,C0439601,Temporal Concept,Seasonal course
935,C0016330,Biologically Active Substance,fluorine
936,C1710082,Phenomenon or Process,Signal
937,C0449774,Spatial Concept,Patterns
938,C0006754,Geographic Area,California
939,C0547047,Quantitative Concept,Decrease
940,C0750563,Idea or Concept,omit
941,C0027977,Geographic Area,New York City
942,C2347053,Quantitative Concept,Manhattan Distance Method
943,C0175256,"Body Part, Organ, or Organ Component",subfascicular nucleus
944,C0025646,"Amino Acid, Peptide, or Protein",methionine
945,C1282913,Spatial Concept,Circular
